,TCGA-A1-A0SK,TCGA-A1-A0SO,TCGA-A2-A04P,TCGA-A2-A04Q,TCGA-A2-A04T,TCGA-A2-A04U,TCGA-A2-A0CM,TCGA-A2-A0D0,TCGA-A2-A0D2,TCGA-A2-A0ST,TCGA-A2-A0SX,TCGA-A2-A0T0,TCGA-A2-A0T2,TCGA-A2-A0YE,TCGA-A2-A0YJ,TCGA-A2-A0YM,TCGA-A7-A0CE,TCGA-A7-A0DA,TCGA-A7-A13D,TCGA-A7-A13E,TCGA-A8-A07C,TCGA-A8-A07O,TCGA-A8-A07R,TCGA-A8-A07U,TCGA-A8-A08H,TCGA-A8-A08R,TCGA-AN-A04D,TCGA-AN-A0AL,TCGA-AN-A0AR,TCGA-AN-A0AT,TCGA-AN-A0FJ,TCGA-AN-A0FL,TCGA-AN-A0FX,TCGA-AN-A0G0,TCGA-AN-A0XU,TCGA-AO-A0J4,TCGA-AO-A0J6,TCGA-AO-A0JL,TCGA-AO-A124,TCGA-AO-A128,TCGA-AO-A129,TCGA-AO-A12F,TCGA-AQ-A04J,TCGA-AR-A0TP,TCGA-AR-A0TS,TCGA-AR-A0TU,TCGA-AR-A0U0,TCGA-AR-A0U4,TCGA-AR-A1AH,TCGA-AR-A1AI,TCGA-AR-A1AJ,TCGA-AR-A1AQ,TCGA-AR-A1AR,TCGA-AR-A1AY,TCGA-B6-A0I2,TCGA-B6-A0I6,TCGA-B6-A0IJ,TCGA-B6-A0IQ,TCGA-B6-A0RE,TCGA-B6-A0RT,TCGA-B6-A0RU,TCGA-B6-A0WX,TCGA-B6-A0X1,TCGA-BH-A0AV,TCGA-BH-A0B3,TCGA-BH-A0B9,TCGA-BH-A0BG,TCGA-BH-A0BL,TCGA-BH-A0BW,TCGA-BH-A0DL,TCGA-BH-A0E0,TCGA-BH-A0E6,TCGA-BH-A0RX,TCGA-BH-A0WA,TCGA-BH-A18G,TCGA-BH-A18K,TCGA-BH-A18Q,TCGA-BH-A18V,TCGA-BH-A1F0,TCGA-C8-A12K,TCGA-C8-A12V,TCGA-C8-A131,TCGA-C8-A134,TCGA-D8-A142,TCGA-D8-A143,TCGA-D8-A147,TCGA-E2-A14N,TCGA-E2-A14R,TCGA-E2-A14X,TCGA-E2-A14Y,TCGA-E2-A150,TCGA-E2-A158,TCGA-E2-A159,TCGA-E2-A1AZ,TCGA-E2-A1B5
PRKAR2B,-0.109875,1.110875,-0.292875,0.786125,1.759125,0.03,-0.038875,-0.909625,0.459375,1.15475,-0.7525,1.080125,-1.89475,0.649625,0.087375,-0.0395,-0.544,-1.071625,-0.814875,-2.75425,0.905,-0.4715,-0.9435,0.285,0.75425,-1.265875,1.240875,-0.7509999999999999,0.0375,0.1625,0.525875,-1.457625,1.25675,1.524875,-0.846375,0.294625,-0.957875,0.074375,0.43625,1.9769999999999999,0.187375,1.7675,0.00925,0.386625,0.457125,-0.952375,-1.128875,0.0375,-0.756125,1.66775,1.17925,-1.24225,-1.515375,1.587875,0.88725,1.1159999999999999,0.424125,-0.552625,-0.176625,-0.01575,0.80075,0.060875,-0.581125,-1.21225,-0.515375,1.75425,0.0007500000000000151,1.29625,-2.8555,2.901375,-1.113375,0.43225,-1.3585,0.401,1.299875,0.037875,0.327875,0.9735,-0.561875,0.665125,1.18025,1.225125,0.1395,-2.300125,1.579,-0.59025,0.214875,1.0575,0.368375,1.695,-1.555125,-0.00525,0.6755,-0.9925,-2.11275
DFFA,-0.34875,-0.140375,0.375375,-0.38299999999999995,-0.4155,0.244375,-0.21825,0.03825,-0.498125,-0.62,-0.549375,-0.825125,0.394625,-1.1245,-0.475375,0.609875,-0.131625,-0.894,-1.116375,-0.2545,0.063,1.336875,0.0525,-0.397,-0.182125,-0.4205,-1.136625,-1.000125,-0.39025,-0.561,-0.0765,1.06325,-0.214875,-0.65625,-1.0765,-0.531,-0.7365,-0.359875,-0.974625,-0.206375,-0.217,-0.931125,-0.22525,-0.470625,-1.1095,0.204,-0.5660000000000001,-0.13075,-1.235,-0.084625,0.112375,-0.34075,-0.54925,-0.768375,-0.400375,-0.892,-0.4255,-0.431875,-0.108375,-0.444875,-0.6995,-0.83275,0.10125,-0.638,-0.671125,0.102125,-0.2025,-0.259875,-0.6455,0.573625,0.76325,0.39275,-0.3695,-0.444875,0.106125,-0.081875,-0.714625,-0.585125,-0.477625,-0.49225,-0.188375,-0.26225,-0.86375,-0.72375,-0.6515,-0.37725,0.347875,-0.0785,0.02025,-0.109625,0.286625,-0.145125,-0.25225,0.98025,-0.800875
DDIT4,-0.397,-0.4395,0.0599,-0.2828,-0.5001,-0.3,-0.3699,1.2799,1.1403,-1.3635,-0.8386,-0.0251,2.4256,-1.2862,-0.4799,-0.5543,0.9248,-0.3379,1.5267,-0.7128,-1.166,0.9497,0.6668,0.0367,-0.4894,-1.4859,-0.8069,-0.1313,-0.4291,-0.9028,0.8912,-0.9713,-0.8624,0.1842,-0.6086,-0.3109,1.4843,1.3299,0.851,0.2415,0.872,0.4868,0.9829,-0.193,-0.5168,-0.3839,-0.17,0.2352,-0.4271,1.7212,0.0309,-1.3999,-1.2467,0.5013,-0.4688,0.5094,-0.6195,0.9590000000000001,-1.0726,-1.1147,-0.701,-1.5998,0.0204,0.1306,0.6599,0.071,-0.625,-0.0984,-0.1445,0.7627,1.3597,0.7315,-0.2366,-0.3168,-0.00790000000000005,-0.2509,-1.2377,0.1741,-0.4148,-0.4077,-0.6202,0.0547,0.9029,-0.8887,1.6824,0.2726,1.3219,-0.008300000000000009,-0.7264,2.8808,-1.1955,0.0688,-0.7484,0.0663,-0.4336
PIK3CG,-2.8363333333,-1.9725,-1.190667,0.8935,-1.091667,-2.668167,-0.2038333,-1.90033333333333,-0.8859999999999999,1.13516666666667,0.0501666666666667,-1.6658333333000002,-1.365,-1.9953330000000002,-2.1723333333,-0.9723333000000001,-2.679,-1.6873333333333302,-2.4775,-2.4355,-0.7485,-1.20266666666667,-1.4696666666666698,0.135,0.140666666666667,-0.10616669999999999,-2.875,-0.5053333333333329,-1.8241666666999998,-1.636833,-1.7,-2.207,-1.7756669999999999,-1.6431666666666698,-1.514833,-0.5658333329999999,-1.3525,-2.657,-1.396167,0.825,-0.826,-2.1398333333,-0.2606667,-2.22983333333333,0.22533330000000001,-1.2546666667,-0.6305,-0.07133333,-2.5586,0.40616666666666706,0.3271666667,-0.20183333333333303,-0.069,-2.85766666666667,-1.68683333333333,-1.7868333333333302,0.1435,-1.2991666667,-1.9573333333333303,1.061,-1.1801666667,-0.898,-0.8561666667,-1.0375,-1.036333,-0.611,-0.0311666666666667,0.0675,-0.785333333333333,-0.04166667,-1.71016666666667,-1.6391666666999998,-0.044000000000000004,-1.628833,-2.0566666666666698,-1.69816666666667,-0.942166666666667,-0.7025,-0.1215,0.5265,1.29383333333333,-1.2231670000000001,-0.4995,-0.4965,-0.5471666666666671,-1.926,-1.5545,-0.5251666666666671,-0.2563333,-2.678,-0.3848333333333329,-3.613833,0.654166666666667,-0.20233333329999997,-0.7161666999999999
TFDP1,1.8606666666999998,0.5136666667,-0.9345,-0.8845,2.14,0.3028333,-0.09316667,1.4696666666666698,1.172333,0.100666666666667,0.2135,0.23383333329999997,-0.9465,-0.6871666999999999,0.1085,0.7878333000000001,0.9781666667,1.30216666666667,-0.772833333333333,-0.4581666666666671,1.192833,-0.662166666666667,1.3518333333333301,-0.3298333,-1.24783333333333,0.433,1.578,0.148833333333333,0.17,-0.0465,0.3715,-0.847,0.8909999999999999,-0.5815,0.7721667,-0.302666667,-1.09866666666667,-1.3838333333333301,0.4305,-0.0505,0.4951667,-1.1155,1.2185,1.06316666666667,-0.37716669999999997,0.1886666667,-0.5406667,-0.77,-1.0475,-0.0993333333333333,-0.7033333333,0.47516666666666707,-0.883833333333333,0.0701666666666667,-0.4095,0.9279999999999999,-0.3505,-0.7133333332999999,0.21899999999999997,0.22533333333333302,0.5358333332999999,-1.184833,-0.23033333329999997,0.6465,0.1175,0.9478333000000001,-0.340666666666667,-0.2131667,-0.22366666666666699,-0.396,0.105833333333333,-0.14,-0.6463333,-0.1268333,-0.660166666666667,0.312833333333333,0.879333333333333,1.18466666666667,-1.05533333333333,0.5616667,-0.131,-0.31616669999999997,1.29233333333333,-0.5791666667,2.3703333333333303,0.18233329999999998,0.0726666666666667,0.789,0.8635,0.1276666667,-0.5529999999999999,-0.175,0.121833333333333,-0.5760000000000001,0.086
NODAL,-0.17483333329999998,0.4845,0.094,-0.350333333333333,-0.38,0.1252,0.3285,-0.23833333333333304,-0.2306667,0.1165,-0.26183333333333303,0.0695,-0.2295,-0.028999999999999998,0.0315,0.053,0.19716666670000002,0.180833333333333,0.156833333333333,-0.19733333333333303,0.02016667,-0.0155,-0.3808333333333329,0.059000000000000004,-0.101166666666667,-0.27699999999999997,-0.0268333333,-0.107,0.1088333333,0.08033333,0.0886,-0.02466667,-0.051,-0.5805,-0.15916670000000002,-0.284833333,-0.3691666666666671,-0.564666666666667,0.095,0.6645,-0.05533333,-0.0921666667,-0.1348333,0.0521666666666667,0.18466670000000002,0.20233333329999997,-0.06033333,-0.07533333,0.26,0.092,0.1193333333,-0.231,-0.2825,0.1032,-0.671833333333333,-0.2335,-0.612166666666667,0.3285,-0.243833333333333,-0.256833333333333,0.0185,0.008333333,-0.25983333329999997,-0.083,-0.9153333,0.5256666999999999,-0.0753333333333333,-0.0135,-0.1305,-0.2791667,0.7585,-0.336,-0.1995,-0.327,0.2015,0.140833333333333,0.4406666666666671,-0.3746666666666671,-0.174,0.3633333,0.1015,0.0325,0.19833333333333303,0.187,-0.2065,0.2363333,-0.3548,0.109,0.4913333,0.1213333333,0.138833333333333,-0.0175,0.5333333333333329,0.0615,-0.03816667
WNT8A,-1.1035,-0.614,-0.18925,-0.514666666666667,0.0965,-0.0225,-0.42575,0.63325,-0.46725,-0.4645,-1.3746666666666698,-0.09325,0.09325,0.11900000000000001,-0.04075,-0.06075,1.12,-1.28966666666667,-1.0905,-0.327666666666667,-0.17975,-0.105,0.03025,0.17125,0.00799999999999999,-0.04175,-1.09275,-0.135,-0.737,0.15025,-0.0875,-0.3105,-0.2405,-1.24675,-0.106,-0.72075,0.6925,-0.063,-0.20575,-0.527,-0.14025,-0.1775,-0.78775,-0.74875,-0.81275,-0.48675,-0.3405,-0.396,0.0195,0.1335,-0.60575,-0.43925,-0.29,0.31175,-2.1603333333333303,1.4715,-0.33325,-0.068,-0.48225,-0.17375,0.09925,-0.1285,-0.301,-0.54975,-0.3765,0.061,0.2095,-0.1365,-0.2425,-0.163,-0.024,-1.4485,0.0385,0.0555,0.12875,0.41025,-0.106,-0.78075,-0.5955,0.156,-0.23800000000000002,0.0595,-0.46175,-0.28975,-0.044000000000000004,-1.085,-0.21975,-0.1245,-0.3545,-0.242,0.10525,-0.53875,-0.30925,-0.61375,-0.06525
TNFRSF10B,-3.46375,-2.1985,-1.455,-0.859375,-0.796125,-0.44675,0.978,-0.11425,-1.908875,-0.8145,-1.192875,-1.081375,-1.123625,-1.09425,-1.40925,-0.268,-0.347625,-1.45275,-0.831375,-1.3975,-1.43125,-1.121875,-1.357125,-0.567125,-0.531875,-0.819625,-0.4145,0.00862500000000002,-1.276875,-0.972875,0.054625,-1.606875,-1.152375,0.356875,-1.234625,-1.191125,-0.450375,-0.862125,-1.1515,0.002375,-1.288375,-0.228375,-0.653375,-1.4215,-1.44,-0.264625,-0.54975,0.066875,0.120375,0.364125,-0.996625,0.06775,-0.297625,-0.164125,-1.40225,-1.23225,-1.147,-1.203,-0.765,-0.56325,-1.132375,-1.145625,0.429875,-0.946625,-0.43825,-0.474625,-1.232,-0.3525,-0.19775,-1.0775,-1.249125,-0.173625,-0.787875,-1.536125,0.5975,-0.474125,-1.70675,-0.551625,-0.609,0.30825,0.4345,-0.460125,-1.0425,-1.971125,-1.067125,-1.7005,-0.622375,-0.60475,-1.689625,-0.726625,-0.612125,-1.75975,0.0915,0.1685,-0.34
ACVR2B,-0.486,-0.1768571429,-1.225643,-0.978642857142857,-1.356643,-1.058429,-0.8336429,-1.72514285714286,-0.6875,-0.7880714285714291,-1.5419285714285702,-1.0227142857,-1.3330714286,-2.031571,-1.4407857143,-0.5297857,-1.2070714286,-1.2335,-1.80114285714286,-1.03257142857143,0.32899999999999996,-0.305642857142857,-0.8058571428571429,-1.182714,-1.34464285714286,-1.178714,-1.4577142856999998,-1.7775,-0.12085714289999999,-0.204,-1.7375714285714299,-1.650571,-0.7762857,-0.9457142857142858,-1.991929,-1.260714286,-1.4982857142857098,-0.9625714285714279,-2.234714,-1.7013571428999998,-1.233143,0.1439285714,-1.385,-1.87142857142857,-1.474,-1.4535714286,-1.9669290000000001,-1.560786,-2.0328571428999997,-2.22321428571429,-1.5120714286,-1.56335714285714,-1.21178571428571,-2.62814285714286,-1.128,-1.04042857142857,-1.2138571428571399,-1.3594285713999998,-0.8320000000000001,-1.527,-1.1048571429,-0.9039286,-1.2030714286,-0.618642857142857,-1.2452860000000001,-1.1059290000000002,-1.04242857142857,-0.6944286,-1.8172142857142901,-1.2531430000000001,-0.478785714285714,-0.4889285714,-1.363286,-1.409286,-1.4005,-1.83178571428571,-1.72078571428571,-1.3992142857142902,-1.56,-1.7347860000000002,-2.08528571428571,-0.4389286,-2.1417857142857097,-1.2645714286,-1.23214285714286,-0.9560714,-1.17142857142857,-1.30664285714286,-1.5796430000000001,-0.9808571429,-1.23021428571429,-0.03307143,-1.5537857142857099,-1.281,-1.052429
SUFU,0.3279166667,1.0323333333,1.099833,0.9078333333333329,1.085,0.58575,0.7718333,0.6638333333333329,0.2925833,0.8089166666666671,0.66775,0.17558333329999998,0.7411666667,0.4599167,-0.0214166667,0.2435833,0.1364166667,0.583916666666667,0.12425,0.3526666666666671,0.2721667,0.560666666666667,0.20408333333333303,0.5033333,0.921166666666667,0.2479167,1.3791666666999998,0.22175,1.0440833333,0.1011667,1.6458333333333302,0.2456667,0.3803333,0.5298333333333329,0.2883333,0.35816666700000005,0.8045,0.975545454545454,0.7525,0.93725,0.4675833,0.37916666670000004,0.69525,1.22016666666667,0.4780833,0.51,0.5553333,0.9359999999999999,0.3115,1.4165,0.5865,0.5650833333333329,0.5224166666666671,-0.0528333333333333,0.3975,0.15458333333333302,0.29475,0.5508333333,0.6255833333333329,0.4705,0.58525,0.45133329999999994,-0.059000000000000004,0.695,0.439,0.8595,0.5865,0.4036667,0.30608333333333304,0.11225,1.6109166666666699,1.10875,0.48016670000000006,0.49175,0.70625,0.4170833333333329,0.766916666666667,0.151416666666667,0.670333333333333,0.3099167,0.4768333333333329,0.996,0.5341666666666671,0.469,0.723916666666667,0.7423333000000001,0.3135,0.3606666666666671,0.9451666999999999,0.37933333329999996,-0.0941666666666667,1.098083,0.952416666666667,1.0670833333,0.7346666999999999
AKT1,0.33075,0.68175,0.051125,-1.02775,-0.36575,-0.528625,-0.790875,0.908875,-0.657625,-0.50025,0.128875,0.176625,-0.568125,0.22925,-0.111,-0.560375,-0.21675,0.501125,0.2925,-1.153375,-0.934625,-1.00475,-0.798875,-0.29275,-1.30325,-0.19975,-0.7745,0.41775,0.06125,-0.2615,-0.25675,0.227375,-1.565375,0.077875,-0.22525,-0.509,-1.259625,-0.67425,-0.087,-0.44625,-0.838875,-0.186625,-0.8440000000000001,0.606125,0.024625,-0.879875,-0.720625,-0.341375,-0.839125,-0.68825,-0.1905,0.055375,-0.109625,0.333625,-1.20025,-1.1455,-0.86775,-1.3935,-0.1635,-0.09325,-0.03825,-1.15125,-0.769875,-0.137625,-0.022000000000000002,-0.90175,-0.405375,-0.910375,-0.785875,-0.469625,-0.278125,-1.0235,-0.5355,-0.371625,0.16075,-0.329125,0.24125,-0.0365,-0.351125,-1.6,-1.150125,0.19399999999999998,-0.294,0.299625,0.04775,-0.845125,-0.18375,-0.318125,0.195875,-0.349,-0.38475,-0.541125,0.55275,-0.55875,-0.875625
RRM2B,0.8246666667,0.0088333333,-0.5636667,0.8785,-0.04183333,-0.2083333,-0.4063333,0.21466666666666698,-0.244,0.201,0.1235,0.604,-0.0251666667,0.07433333,1.7053333333,-0.6185,-0.9341666667,0.977833333333333,-0.1065,0.3985,0.8131666999999999,0.19899999999999998,0.46083333333333293,0.4388333,0.5385,0.6018333,1.1038333332999999,0.637833333333333,-0.8115,0.02333333,-0.17266666666666697,1.428167,0.7113333000000001,0.174,0.4175,-0.069833333,-0.2215,0.876333333333333,-0.3248333,0.25083333329999996,0.07883333,-0.0088333333,0.0245,0.4466666666666671,0.08833333,-0.7015,1.557333,0.08216667,-0.1316666667,-0.33333333333333304,-0.013999999999999999,0.0038333333333333297,0.178833333333333,0.351166666666667,-1.0255,0.56,0.577666666666667,-0.5751666667,0.0215,-0.0726666666666667,0.34,0.743,0.852,-0.304,0.30333330000000003,-0.6285,0.6525,-0.2028333,0.4985,1.09,-1.4921666666666697,-0.9071666667,-0.10916669999999999,-0.12416669999999999,0.3581666666666671,0.4238333333333329,-0.0676666666666667,-0.392,0.0313333333333333,0.2686667,0.4295,0.5183333,0.8765,0.7718333333,-0.47716666666666707,-0.45716670000000004,-0.7665,0.613166666666667,1.9609999999999999,-0.0403333333,0.671333333333333,-0.8551667,0.0231666666666667,0.198,-0.47
WNT5B,1.14675,-0.9209999999999999,-1.28025,1.3880000000000001,0.67225,-1.429,1.4080000000000001,-1.60425,-0.87875,1.192,2.221,-0.12175,0.64625,1.766,0.517,-0.536,-1.76275,0.47100000000000003,1.4765,0.9790000000000001,-1.47425,-0.7375,1.4665,1.305,0.16875,0.17125,-2.74825,2.1830000000000003,1.7009999999999998,-0.858,-0.433,-0.31675,1.079,-1.13025,0.9345,-0.19425,-0.461,-1.38975,0.64525,-1.6269999999999998,0.307,-1.3835,-0.60325,-0.72425,-0.74425,-0.04175,-1.34925,0.1855,-2.70175,-1.2135,-0.8435,-0.382,-1.37375,-0.809,-0.38925,0.69475,-1.0425,0.92775,1.92825,0.0815,-0.67925,1.91,-1.37775,1.80375,1.541,0.93675,0.84775,0.07975,-1.1135,-0.893,-1.83725,-1.682,0.40325,0.34975,2.64,-2.116,-0.9205,2.055,0.73425,0.73825,0.8625,0.18375,-1.4180000000000001,1.11875,-1.472,-0.88275,-1.7165,-1.19625,-1.3315,-0.4175,2.6265,-2.64425,-1.27675,-1.49825,0.439
PSEN1,0.8555833333,0.2483333333,-0.5253333,-0.02875,0.01191667,-0.07041667,0.39475,0.0509166666666667,-0.5740833000000001,0.3606666666666671,1.43808333333333,-0.1538333333,0.1955833333,0.5444167,0.685,0.3903333,0.2973333333,0.820333333333333,0.122333333333333,0.24691666666666698,0.24091669999999998,-0.06075,0.5170833333333329,0.3320833,-0.0621666666666667,0.6763333,-0.3221666667,0.43691666666666706,0.73975,0.8291666999999999,0.620916666666667,0.2838333,-0.2205,0.645416666666667,0.48041670000000003,0.5735,-0.136416666666667,-0.84825,0.6495833000000001,0.2194166667,-0.47816670000000006,-0.4105,-0.3965833,0.144583333333333,0.2599167,-0.0515,0.5093333,0.2651667,-0.21133333329999998,0.0708333333333333,0.1319166667,0.272916666666667,0.655583333333333,-0.0298333333333333,-0.5421666666666671,-0.577083333333333,-0.276416666666667,-0.6248333333,-0.33691666666666703,0.769916666666667,0.5671666667,-0.3534167,0.14800000000000002,0.5246666666666671,0.45783329999999994,-0.001,0.0836666666666667,-0.03641667,0.39525,0.3180833,0.08675,-0.598,0.05883333,0.6873333,0.0428333333333334,0.306,-0.0930833333333333,0.5639166666666671,0.329166666666667,0.2125833,0.273,0.2173333,0.0366666666666667,0.7993333333,0.146833333333333,0.1716667,0.24641666666666698,-0.605833333333333,0.7940833,0.23083333329999997,0.167666666666667,-0.8905,0.3525833333333329,0.2954166667,-0.44875
CDKN2A,1.39925,1.2659166667,1.503583,0.23199999999999998,1.35425,2.895833,2.6060000000000003,2.06683333333333,1.632417,1.72475,2.6489999999999996,-2.0999166667,1.2765,0.45658329999999997,-2.2394166667,2.831917,1.7555,-0.177333333333333,2.06375,-1.94358333333333,2.178083,2.2604166666666696,2.27475,2.43925,-0.579666666666667,-0.6051667,1.56725,-3.0376666666666696,-1.8060833333000001,-3.761333,2.43066666666667,-0.7128333,1.063083,-3.93875,2.1495830000000002,-3.647833333,-3.658,-2.4005,0.04283333,-0.6249166667,1.387417,-2.5849166667,1.916667,2.51558333333333,0.6118333,2.1703333333000003,1.047083,-3.032833,1.3430833333,1.78991666666667,2.0483333333,2.76325,2.34433333333333,2.32658333333333,2.65966666666667,1.6195,-3.16483333333333,2.5399166667,2.60541666666667,2.6016666666666697,1.86875,0.8931667,3.1891666667000003,2.13066666666667,2.2831669999999997,2.825,-2.91725,1.175083,-1.75775,-3.0710830000000002,0.688166666666667,2.0246666667,-0.9936666999999999,2.54475,-0.899,2.4560833333333303,3.04991666666667,-3.7394166666666697,-1.41525,2.257167,-1.69283333333333,0.60225,2.14025,-0.833,-0.269083333333333,2.2061669999999998,2.7345,1.56391666666667,1.411583,2.0859166666999998,-2.0519166666666697,2.604833,1.9211666666666698,3.0579166667,-1.15125
SESN2,-1.0861666667,-2.0185,-1.233333,-1.26833333333333,-1.072667,-1.7385,-1.3985,-1.46216666666667,-1.1586670000000001,-0.8441666666666671,-1.17133333333333,-1.4796666666999998,-1.0708333333,-1.936,-0.625,-1.179,-0.7953333333,-0.894666666666667,-0.5095,-0.747,-2.061833,-1.4355,0.24983333333333302,-0.556,-0.568833333333333,-0.7795,0.1935,-0.4961666666666671,-1.6121666666999999,-1.467667,-1.9525,-0.9515,-1.7653330000000003,-0.812333333333333,-1.549333,-1.1835,-0.963,-1.23566666666667,-1.418167,-0.7333333333,-1.452833,-1.6013333333000002,-0.997,-1.12533333333333,-1.3335,-0.7836666667000001,-0.3483333,-1.118333,-2.5698333333,-1.8308333333333302,-0.6551666667,-1.1755,-1.5825,-1.79,-1.14366666666667,-0.4515,-1.13766666666667,-1.3595,-1.395,-0.898,-1.1258333333,-1.448833,-1.056,-0.961,-0.9885,-1.624833,-1.8085,-0.6426666999999999,-1.3255,0.551,0.4485,-1.6903333333000001,-0.5128332999999999,-0.6713333,-0.6516666666666671,-1.7436666666666698,-1.4206666666666699,-0.24566666666666698,-1.10016666666667,-1.187333,-1.24116666666667,-0.038,-0.894166666666667,-1.014,-0.332166666666667,-1.260833,-0.4016666666666671,-1.11333333333333,-1.7736669999999999,-0.6123333333,0.3865,-0.9186667,-0.503,-1.0268333333,-0.9616667
TNFRSF10D,-0.24100000000000002,0.05575,-0.7205,-1.32466666666667,0.5725,-0.9345,0.73375,-0.8413333333333329,-0.6995,-0.82125,-0.6509999999999999,0.4505,-0.39175,-1.0955,-0.161,0.596,0.1875,-0.6495,-0.73975,-0.81825,-0.53275,-0.06525,-0.41600000000000004,-0.51225,-0.539,1.113,-1.12675,-0.28300000000000003,-0.21325,-0.281,-0.65625,-0.9059999999999999,-0.83425,1.44875,0.1105,0.377,-1.14375,-0.4496666666666671,0.26375,-0.153,-0.425,-0.9835,-0.7245,-1.15875,0.37,-0.55075,-0.40975,0.6635,-1.021,1.3659999999999999,-0.23,-0.32925,-0.243,-0.019,0.175,-0.56475,-1.13975,-0.873,-0.70425,-0.94975,-0.12625,-0.88975,-0.8225,-0.30925,0.09375,-0.14,-0.2945,0.107,-0.826,0.251,-0.67775,-1.07375,-0.3925,0.23175,0.22525,-0.68425,-0.60725,-0.49825,-0.15575,-0.12125,-0.281,-0.5405,-0.2025,-0.1115,-0.9185,-0.96575,-1.2695,-0.2535,0.24825,-1.0885,-0.58275,-0.531,0.84925,-0.2445,-0.5415
SMO,0.04075,0.9740000000000001,1.82025,-2.02125,0.0765,0.92125,-2.04425,1.16225,1.58175,0.37675,-0.46825,-0.20375,-0.0875,1.6755,0.5855,2.41975,0.39399999999999996,0.76525,-0.0235,0.33475,1.2235,-0.818,-0.03825,-0.6145,-0.5155,0.09725,1.5255,0.34025,1.02925,0.57575,1.7565,1.90925,0.95275,1.27125,-0.134,0.17,-0.35825,2.77725,0.24100000000000002,-2.3995,0.8525,1.11275,0.40625,1.89675,-0.97825,1.75575,-3.655,0.23975,1.7595,0.737,0.0515,0.589,-0.27975,0.08475,1.1520000000000001,0.26525,0.71225,0.87775,-0.3855,-0.81625,0.6459999999999999,0.80025,0.374,-0.18025,-0.603,1.21625,-0.28825,1.389,-0.9570000000000001,0.16275,0.1955,1.3565,1.149,0.71425,0.5760000000000001,1.31625,-0.99825,0.76975,0.14225,0.30125,0.6325,0.0005,1.86275,0.20325,0.30675,1.36425,0.5705,-0.653,-1.68275,0.32375,-0.384,1.5730000000000002,-1.537,1.16125,0.4005
PIK3R5,0.9895,0.36475,0.8175,1.24875,0.527,0.556,1.16925,0.7709999999999999,0.58825,1.777,1.7945,0.67825,-0.0705,0.0095,1.25425,0.63225,0.018000000000000002,0.51675,0.3905,-0.1745,0.584,0.58425,0.80225,1.1905,2.35825,1.26525,-0.2055,1.58075,0.563,0.3465,0.24625,-0.5375,-0.50325,-0.3165,0.08475,1.53975,0.48175,-0.231,-0.07475,1.681,0.2425,0.9015,1.52725,-0.196,0.90325,0.3355,0.813,1.111,-0.08325,0.54675,1.29,0.61125,1.3935,0.4875,0.01425,-0.81875,0.5155,-0.4225,0.2325,2.162,0.76225,-0.02125,0.30175,0.617,0.58425,0.62625,0.61825,0.86175,0.2735,0.78,0.46675,0.10725,0.46825,0.3195,0.10025,0.4525,0.752,1.86925,1.23825,0.09675,0.62,0.60475,0.35625,1.04525,0.7879999999999999,0.6095,0.43,0.15425,1.092,1.00225,0.27175,-0.3475,0.9315,1.051,1.6605
BAMBI,-2.1719999999999997,0.5095,-0.312375,0.79975,-1.10025,0.140625,0.9665,-1.86725,-0.457875,-0.028999999999999998,-1.674875,-0.052125,-0.453875,-0.105125,1.847625,0.244,-0.29525,0.508,1.253875,3.0095,-0.32425,0.17,-0.323625,-0.77275,-2.75675,1.996875,-2.32875,-0.586125,0.675625,-1.42975,-1.049875,0.7715,0.694375,1.1455,-1.436,2.3085,0.94825,0.278125,-0.122625,1.724375,-0.335625,0.70875,-0.7829999999999999,2.30975,1.589875,-1.64175,-0.764125,2.549125,-5.00475,0.6759999999999999,-0.49225,-0.7070000000000001,0.456875,1.5325,-1.047125,0.9390000000000001,-0.99025,-1.28425,2.21525,-0.9840000000000001,0.371875,1.5445,-2.072625,-0.026125,-1.13,-1.042,1.546625,-0.906375,0.81925,-2.6825,-3.638125,-1.872375,-0.993125,2.2585,0.644625,-0.456,0.201125,0.467,0.699625,1.02675,1.43575,1.0605,-1.36725,1.0070000000000001,-0.4885,0.73775,2.72925,-0.7655,0.941625,0.3825,0.267625,-1.375875,-0.322125,-3.921375,-0.82125
WNT3A,-0.6171,0.2005,0.4904,-0.0611,0.2092,0.6577,0.1267,0.4873,0.1514,0.1266,-0.2166,0.6698,0.4984,0.5245,0.4572,0.3102,0.6995,-0.0405,0.7474,0.4037,0.1299,0.5886,0.8961,0.2453,0.5096,0.4003,0.1075,0.1031,0.239,0.08900000000000001,0.157,0.6966,0.2938,-0.2045,0.3888,0.6522,0.9590000000000001,0.2895,0.3631,0.45,0.1397,0.4059,0.2454,0.0995,0.5836,-0.19399999999999998,0.3989,0.3196,0.1125,0.8640000000000001,0.4475,-0.1378,-0.0549000000000001,-0.6939,0.1489,-0.0964,0.2742,0.3316,0.1396,0.0767,0.2741,0.2903,0.2057,0.1801,0.562,0.3284,-0.0996,0.0915,0.6248,1.0522,0.4816,0.2439,0.7117,0.0837,0.5785,0.1991,-0.1695,1.0515,1.0432,0.0015,0.536,0.2376,0.5710000000000001,0.2206,0.3637,0.7135,0.0695,0.4102,0.1851,0.6539,0.0828,0.2215,0.3113,-0.0014,0.5376
