,TCGA-A1-A0SM,TCGA-A2-A04R,TCGA-A2-A0CT,TCGA-A2-A0CW,TCGA-A2-A0D4,TCGA-A2-A0ER,TCGA-A2-A0EY,TCGA-A2-A0SV,TCGA-A2-A0SW,TCGA-A2-A0T3,TCGA-A2-A0T4,TCGA-A2-A0YG,TCGA-A2-A0YH,TCGA-A7-A0CJ,TCGA-A7-A13F,TCGA-A8-A06N,TCGA-A8-A06O,TCGA-A8-A06Q,TCGA-A8-A06R,TCGA-A8-A06X,TCGA-A8-A06Z,TCGA-A8-A079,TCGA-A8-A07L,TCGA-A8-A07S,TCGA-A8-A07W,TCGA-A8-A07Z,TCGA-A8-A082,TCGA-A8-A084,TCGA-A8-A085,TCGA-A8-A08F,TCGA-A8-A08G,TCGA-A8-A08I,TCGA-A8-A08P,TCGA-A8-A095,TCGA-A8-A096,TCGA-A8-A097,TCGA-A8-A09C,TCGA-A8-A09D,TCGA-A8-A09I,TCGA-A8-A09M,TCGA-A8-A09N,TCGA-A8-A09Q,TCGA-A8-A09R,TCGA-A8-A09W,TCGA-A8-A09Z,TCGA-A8-A0A9,TCGA-A8-A0AB,TCGA-AN-A03Y,TCGA-AN-A041,TCGA-AN-A049,TCGA-AN-A0AJ,TCGA-AN-A0AK,TCGA-AN-A0AM,TCGA-AN-A0AS,TCGA-AN-A0FF,TCGA-AN-A0FK,TCGA-AN-A0FY,TCGA-AN-A0XR,TCGA-AN-A0XW,TCGA-AO-A03O,TCGA-AO-A03P,TCGA-AO-A0J3,TCGA-AO-A0J7,TCGA-AO-A0JC,TCGA-AO-A0JD,TCGA-AO-A0JI,TCGA-AO-A0JM,TCGA-AO-A12B,TCGA-AQ-A04H,TCGA-AR-A0TQ,TCGA-AR-A0TT,TCGA-AR-A0TV,TCGA-AR-A0TY,TCGA-AR-A0TZ,TCGA-AR-A0U2,TCGA-AR-A0U3,TCGA-AR-A1AV,TCGA-B6-A0IB,TCGA-B6-A0IC,TCGA-B6-A0IM,TCGA-B6-A0RL,TCGA-B6-A0WV,TCGA-B6-A0WW,TCGA-B6-A0X5,TCGA-BH-A0AU,TCGA-BH-A0AY,TCGA-BH-A0B5,TCGA-BH-A0BD,TCGA-BH-A0BF,TCGA-BH-A0BZ,TCGA-BH-A0C0,TCGA-BH-A0C3,TCGA-BH-A0C7,TCGA-BH-A0DD,TCGA-BH-A0H0,TCGA-BH-A0HU,TCGA-BH-A0HW,TCGA-BH-A0W3,TCGA-BH-A18F,TCGA-BH-A18J,TCGA-BH-A18L,TCGA-BH-A18U,TCGA-BH-A1EW,TCGA-C8-A12M,TCGA-C8-A12U,TCGA-C8-A12W,TCGA-C8-A12X,TCGA-C8-A1HG,TCGA-C8-A1HL,TCGA-C8-A1HM,TCGA-C8-A1HN,TCGA-D8-A13Y,TCGA-D8-A140,TCGA-E2-A107,TCGA-E2-A109,TCGA-E2-A10A,TCGA-E2-A10C,TCGA-E2-A14O,TCGA-E2-A14S,TCGA-E2-A14W,TCGA-E2-A155,TCGA-E2-A15A,TCGA-E2-A15K,TCGA-E2-A15L,TCGA-E2-A15M,TCGA-E2-A15S,TCGA-E2-A15T
CDKN2B,1.2719166667,-0.14075,0.32925,-0.8504166666666658,0.30958333333333304,-0.4465833333333329,0.26075,-0.19258329999999999,0.9543333,0.1786667,1.29058333333333,0.0005,0.8175,-0.4015,-0.7295,-0.07266667,0.5045,-0.4689167,0.7829999999999999,-0.3691667,-0.3829167,2.0578333333333303,0.45575,-0.37225,0.740666666666667,0.17183333329999997,0.41408333329999997,0.87775,0.8125,-0.2820833,0.8991667,0.4635,-0.22266666670000002,1.02225,1.1995833333333301,1.1255,-0.10391666666666699,1.11458333333333,-0.3979166666666671,0.35658333329999997,0.828666666666667,0.17725,0.8265,0.53725,2.1895830000000003,0.008000000000000009,-0.52775,0.45175,1.68475,0.261083333333333,-0.470916667,-0.45825,0.93075,0.3385,0.4881666666666671,-0.258166666666667,0.8835833332999999,0.5429166999999999,0.8413333332999999,-0.6859999999999999,0.18991666666666698,-0.1796666667,-0.4343333333333329,-1.17075,-0.08783333,1.212,1.5505,-0.5306666667000001,0.62025,-0.6146666999999999,0.25266669999999997,0.45716670000000004,-1.36425,0.34641666670000004,-0.5764166999999999,0.3533333,-0.86675,-0.5383333,-1.00225,0.42325,-0.42525,1.09308333333333,0.9269166999999999,-0.2704167,0.3575833,0.861333333333333,0.43608329999999995,0.6625,-0.00883333333333334,1.41825,0.3119167,0.848916666666667,0.5249166666666671,0.48091670000000003,0.5124166666666671,0.337666666666667,0.725666666666667,-0.3961667,1.24475,1.7058333333333302,-0.819333333333333,1.11925,-0.6413333333,-0.3664166666666671,-0.6153333000000001,0.88875,-0.5435,-0.14225,0.553583333333333,-0.2884166667,0.0808333333333334,0.5280833333333329,0.5908333,-0.4203333333,0.9759166667,0.552583333333333,-0.2591666667,-0.289333333333333,0.5416667,-0.649166666666667,1.3893333333000002,0.86625,-0.34975,0.70175,1.1045,-0.7878333000000001,0.0525833333333333
RPS6KA2,0.4173571429,-0.14242860000000002,-0.4143571428571429,0.230857142857143,-0.0362142857142857,0.8599285714285709,1.06328571428571,0.19971429999999998,0.11014289999999999,-0.15228570000000002,0.332785714285714,0.8292857,-0.1767143,-0.8824286,-0.0676428571428571,-1.088571,0.12128571428571401,0.40685709999999997,1.7232142857142903,0.8708570999999999,-0.15485710000000003,-0.48171428571428604,0.6581428571428571,-0.07292857,-0.41221428571428603,0.6958571429000001,1.2527142857,-0.332,0.452,0.17978570000000002,0.6495714,0.28157142857142897,0.2804285714,0.201928571428571,0.249285714285714,0.4341429,0.342928571428571,1.32857142857143,-0.787,0.1999285714,-0.165214285714286,0.220571428571429,0.4671428571428571,0.3622857,0.8421429,-0.43942857142857106,-0.05821429,0.8371428570999999,1.159786,0.2645,-0.160857143,-0.7274285714285721,0.09485714,1.0210714286,0.247,1.05857142857143,0.596,-0.1895714,0.7413571429000001,-0.9470714,0.567857142857143,1.2491428570999998,-0.192923076923077,0.36457140000000005,0.184,-0.9059999999999999,-0.35292857142857104,0.8032142857,1.1178571429000002,0.5831429,0.9472143,-0.03514286,-0.256,0.1805714286,0.19914289999999998,0.3751429,0.23785714285714302,0.11485710000000002,0.5565,1.4494285714285702,-0.986142857142857,1.08707142857143,0.04307143,-0.7147857,-0.1398571,0.5095,0.10714289999999999,0.0097857143,-0.24085714285714302,0.31707142857142895,0.1599286,1.02978571428571,-0.0171428571428571,-1.029357,-0.876357142857143,0.45978571428571396,0.480071428571429,0.4752857,0.5313571,1.4592142857142902,-0.8554285714285721,-1.34914285714286,0.22707142859999999,0.3813571428571429,-0.03885714,1.01742857142857,0.5309285714285711,0.1632857143,0.18864285714285697,-0.7293571429000001,0.42828571428571394,0.49071428571428605,-0.1283571,-0.10757142859999999,-0.2135714286,1.4679285714285701,0.4362142857,-0.8507142857142859,0.08221429,0.43178571428571394,0.418,-0.134857142857143,-0.938642857142857,0.34385714285714297,0.9165714286,0.5492143,-0.140571428571429
GADD45B,1.2945,1.1265,3.00175,0.725,0.629,1.60025,1.156,2.7039999999999997,1.07625,1.062,2.5225,0.88225,1.83675,0.38825,2.2359999999999998,1.11,1.81825,-0.5185,1.4425,1.77225,0.624,1.453,0.642,0.56625,1.06425,0.43200000000000005,0.3365,1.5495,1.13975,0.56875,1.1385,0.00125,1.30675,0.165,1.2995,0.87125,0.9940000000000001,1.31375,1.25,1.05175,1.672,0.4605,1.29275,0.32525,2.43275,2.40875,0.43200000000000005,1.1825,1.324,1.3165,1.1415,-0.23375,0.77325,1.902,0.7040000000000001,0.63875,0.99325,1.3625,1.62625,0.833,0.9540000000000001,-0.28275,0.9205,1.3530000000000002,0.757,0.9355,1.227,0.30525,1.93575,1.5855,1.232,1.297,2.255,3.5585,-0.53475,0.37,0.45725,0.02875,-0.19425,0.28725,0.573,1.115,1.439,0.77125,1.21275,1.76,2.48175,0.723,2.90425,2.14075,1.626,1.8925,2.6175,0.46075,0.04975,0.23199999999999998,0.068,0.2585,1.92625,1.26375,1.12625,1.74675,1.30025,-0.1295,0.623,1.27325,0.4425,1.281,1.46325,0.59875,1.345,-0.4085,1.2875,2.20425,0.4075,1.2805,0.99925,2.0275,1.466,1.347,2.1790000000000003,1.36325,0.64,2.1109999999999998,1.3259999999999998,0.88725,0.83175
CSNK1E,-0.16958333329999997,-0.3290833,-0.144583333333333,-1.32016666666667,0.0893333333333333,0.120333333333333,-0.831916666666667,-0.8593333000000001,-0.3671667,-0.5964166999999999,-0.33399999999999996,-0.22775,-1.237167,0.09166667,-0.0264999999999999,-0.21016669999999998,-0.9238333333333342,-0.44658329999999996,0.24916666666666698,-0.2936667,-0.855,-0.20591666666666697,-1.01766666666667,0.04366667,-0.270083333333333,0.2761666667,0.1256666667,-0.131583333333333,-0.6845,-0.6410833,0.023,-1.04825,-0.31075,-0.43891666666666707,-0.00025,-0.30883330000000003,-0.732916666666667,-1.01958333333333,0.291416666666667,-0.83175,-0.588916666666667,-0.710916666666667,-0.780416666666667,-1.501083,-0.76175,0.14825,-0.4056667,-0.7246666667,0.2550833,-0.994666666666667,-0.8185,0.11966666666666699,-0.36833330000000003,0.17458333329999998,-1.0235,-0.66975,-0.30716666670000004,-0.772,-0.3278333333,-0.49275,-0.123166666666667,0.5166666667,0.130833333333333,-0.37716669999999997,-0.7515833000000001,-0.917916666666667,-0.165083333333333,-0.0736666667,1.3441666666999998,-0.5920000000000001,-0.41975,0.08241667,-0.752833333333333,0.6181666667,-0.07808333,-1.0535,-0.5378333333333329,0.12125,-0.30475,0.26575,-0.29266666666666696,-0.4243333333333329,-1.118083,-0.6980833000000001,-1.534667,-0.863833333333333,-0.49691670000000004,-0.43633333329999996,-0.24066666666666697,-0.612583333333333,-0.6174166999999999,-0.7719166666666658,-0.31391666666666695,-0.9775833,-0.28033333333333305,-0.812333333333333,-0.258,-0.6471667,-0.4016667,-0.6435,-1.19483333333333,-0.3235,-0.5660000000000001,-0.3536666666666671,-0.16133329999999999,-0.4423333333333329,-0.17458333333333304,-0.1586666667,-0.2305,-0.965,-0.35275,-0.715,-0.3384167,-0.9218333333,0.1105,-0.590916666666667,-0.25675,-0.8340000000000001,-0.18216670000000001,-0.8959999999999999,0.6964166667,-1.13775,-0.55875,0.1825,-0.51775,0.4135,-0.32775
SESN1,1.421875,-0.21425,0.201125,0.017625,0.7685,0.331125,0.039375,-0.62125,-0.064625,0.217125,1.359,-0.382375,1.436625,0.9415,-0.3495,0.33825,-0.64625,-0.078625,-0.9515,1.18525,-0.563,-1.120375,-0.720375,-0.750625,-0.27425,0.092,0.016375,0.200375,-0.827125,-0.217125,0.594875,-1.143125,-0.383875,1.25325,0.533375,0.5345,0.017375,0.65775,0.297875,-0.577375,-0.475375,0.612,1.364875,-1.656625,0.71975,-0.231625,2.281,1.249375,0.052125,0.465,0.013999999999999999,1.246,-1.03025,-1.01775,0.014375,0.149,0.15225,0.53275,0.632625,0.0705,0.428625,0.15,-0.125625,1.12175,0.4655,0.529875,0.05775,1.33225,-0.635875,0.4605,3.19525,0.46125,0.613,0.684625,0.41525,0.253625,1.326375,0.741375,0.1185,0.09175,0.7795,0.372375,1.411875,2.02775,0.924,0.6115,0.672875,-0.07525,0.842875,-0.575875,0.355,1.29625,1.00775,0.868625,0.457125,0.2045,-0.765375,1.052875,0.759875,0.639375,0.79075,0.58475,0.32075,0.76425,0.11575,-1.093,-1.22875,-0.1885,0.696,0.805875,0.05825,0.904625,1.019125,0.7905,0.345625,0.7759999999999999,0.45875,-0.274375,0.066875,-0.541625,2.1845,0.52425,1.39425,0.8295,0.973,0.838,0.82425
NUMB,-0.00525,-0.1025,-0.36925,-0.76425,-0.76,-0.10400000000000001,-0.68225,-0.12275,-0.2635,0.32175,-0.01625,-0.25825,0.092,0.26475,-1.17825,-0.0745,-0.07,-0.3445,-0.01825,-0.5529999999999999,-0.29575,0.183,-0.8555,0.33399999999999996,-0.31775,-0.517,-0.21375,0.68025,-0.65225,-0.583,-0.40925,0.141,-0.32975,0.5275,0.45075,-0.42975,0.51925,-0.359,-0.28125,-0.70375,-0.6545,-0.23975,-0.23675,-0.14475,-0.109,0.12,-0.85575,0.33299999999999996,-0.003,0.06,-0.34575,-0.4215,-0.11475,0.23399999999999999,0.16475,-0.1635,-0.38775,0.6970000000000001,0.16125,0.23275,-0.5985,-0.0965,0.414,0.255,0.519,-0.045,0.33475,0.0575,-0.9795,-0.0955,-0.08275,-0.7245,-0.02075,-0.424,-0.65275,0.09300000000000001,-0.13925,0.1215,0.38725,-0.845,-0.382,0.20600000000000002,-0.59725,-0.20825,-0.23025,0.29125,0.18100000000000002,-0.28300000000000003,-0.2765,-0.55975,-0.00625,-0.18725,-1.88125,0.1025,0.12125,0.28975,-0.05075,0.24100000000000002,-0.00525,0.381,0.05275,-0.46475,-0.1295,-0.75325,-0.26525,-0.4405,-0.8220000000000001,-0.49700000000000005,0.31075,-0.268,-0.39975,-1.44475,-0.32725,0.2705,-0.0355,-0.373,0.5685,0.27675,-0.13675,-0.447,-0.8725,-0.52,0.86375,0.1935,0.0895,-1.22,0.19125
ZFYVE16,0.2851666667,0.30433330000000003,0.5310555555555561,0.772277777777778,0.205611111111111,0.13522222222222197,0.00666666666666664,0.04555556,-0.18983329999999998,0.19899999999999998,0.117666666666667,0.7594444,-0.45272219999999996,-0.1112222,0.460277777777778,0.2918889,0.00255555555555556,-0.03922222,-0.638611111111111,-0.03566667,0.27627779999999996,-0.358777777777778,-0.21022222222222198,0.12216669999999999,-0.159055555555556,0.1969444444,-0.044944444400000005,0.131166666666667,-0.19827777777777802,-0.2783333,0.5323889,0.0267777777777778,-0.0423333333,0.645333333333333,-0.18316666666666698,0.06088889,-0.2845,-0.24177777777777804,0.135,-0.1427777778,0.39472222222222203,-0.26383333333333303,-0.148611111111111,-0.09727778,0.147,0.0126666666666667,0.3147778,0.8429444443999999,0.3542778,-0.20283333333333303,0.155111111,0.31105555555555603,-0.15422220000000003,-0.6791111111,0.182388888888889,0.19627777777777802,-0.2906111111,0.2913889,0.4760555556,-0.19133329999999998,-0.319,0.3433888889,0.0555000000000001,-0.2886667,-0.3466111,0.8476111111111109,0.129944444444444,0.5918888889,0.8243888889000001,0.22127779999999997,-0.1637222,0.3438889,0.4816666666666671,0.3496111111,0.09872222,0.6709444,-0.1815,-0.09738889,0.33244444444444393,-0.0878888888888888,0.288722222222222,0.0549444444444444,0.4692778,0.4652222,-0.05672222,-0.303333333333333,0.26944440000000003,0.0079444444,-0.573888888888889,-0.211777777777778,-0.34577779999999997,-0.49794444444444397,1.24694444444444,0.6926111,0.4173333333333329,-0.320388888888889,-0.14572222222222198,0.01166667,0.5701666999999999,0.158222222222222,0.30594444444444396,0.390944444444445,-0.1291666667,0.9143888888888891,0.9248889000000001,0.12461111111111099,-0.134444444444444,0.20199999999999999,0.28216666666666695,-0.4642777778,0.4406666666666671,1.02016666666667,1.046333,0.4685,0.0984444444,0.46561111111111103,-0.0886111111,-0.273111111111111,0.9368333000000001,-1.09411111111111,-0.3195,0.251833333333333,0.34427777777777796,1.04661111111111,-0.1196666667,0.3827778,0.379444444444444
PIK3R1,1.2345714286,2.058929,0.14457142857142902,0.5106428571428571,1.29507692307692,1.3915,1.48764285714286,0.7645,2.032429,1.402714,1.51535714285714,1.9200709999999999,1.719286,1.172714,1.9775,-0.5311429,1.79721428571429,1.869643,0.530571428571428,0.6792857,0.2580714,1.53357142857143,-0.0587142857142857,1.620357,0.9510714285714291,2.1117142856999997,0.5317857143,2.1922857142857097,0.191214285714286,-0.012,0.4882143,1.54564285714286,0.7624285714,2.43842857142857,1.03028571428571,1.8152139999999999,0.414285714285714,1.4077142857142901,1.4439285714285701,0.5330714286,1.8505,1.01492307692308,0.42221428571428604,0.28664290000000003,-0.5817143,0.7667857142857142,0.6159286,2.0482142857,0.391,0.963857142857143,0.8849285709999999,-0.168214285714286,1.977214,-0.2285714286,1.59885714285714,1.28071428571429,0.3545,1.3034290000000002,1.3305,1.903429,-0.199214285714286,0.08207142860000001,1.30057142857143,1.606929,3.653786,0.4951428571428571,1.59464285714286,0.08535714289999999,0.0217857143,0.818,1.365,0.4017857,0.49700000000000005,1.091,0.4070714,1.032643,1.15907142857143,1.0559290000000001,2.05035714285714,0.553071428571429,0.9267142857142858,1.308,1.4444290000000002,1.739214,0.8109286,0.991642857142857,2.124429,1.7730714286000002,0.5108571428571429,0.691785714285714,0.5136429,1.36971428571429,1.383,1.5816430000000001,-0.212071428571429,0.816857142857143,-0.479,1.920786,1.904857,1.6209285714285702,1.111,2.64835714285714,1.0498571429,-0.44078571428571395,0.1924286,0.13878571428571398,0.0664615384615385,0.7098571429,-0.14400000000000002,-0.34235714289999997,-0.6395,0.634923076923077,1.284643,2.7620714286,1.2677142856999999,1.6144285714285702,0.6210714286,1.95707142857143,1.786929,0.16292857142857098,0.5640714286,0.281785714285714,2.6922857142857097,1.7839285714285702,1.5224285713999999,0.07814286,0.0821428571428572
IGFBP3,-1.5010714286000002,-2.487857,-2.93228571428571,-3.46371428571429,-2.3375,-0.9100714285714291,-3.11438461538462,-3.037571,-2.106,-2.3845709999999998,-2.31592857142857,-2.961214,-0.4244286,-1.9404290000000002,-1.73714285714286,-2.590214,-2.4415,-2.730929,-1.4882857142857098,-2.608214,-2.174857,-2.7405714285714304,-2.63078571428571,-2.97,-2.08135714285714,-2.4117857143,-2.845,-1.97721428571429,-2.14207142857143,-2.0385,-1.9060709999999998,-2.10635714285714,-2.0078571429,-2.8625,-1.7362857142857098,-1.872357,-3.0389999999999997,-1.8544285714285702,-2.39835714285714,-2.3338571429,-1.14071428571429,-2.54157142857143,-2.48,-2.3680000000000003,-1.794286,-2.49978571428571,-3.004786,-2.1493571429,-1.271,-2.58478571428571,-1.113714286,-2.4805,-2.3695,-1.6662142857,-2.45764285714286,-2.8997857142857097,-2.5600714286,-1.929357,-1.2426428570999999,-2.0095709999999998,-2.37485714285714,-2.6115714286,-2.525,-2.237,-2.846857,-1.64364285714286,-1.61014285714286,-2.7513571429000003,-2.9210000000000003,-2.5145,-1.915571,-3.113786,-2.62528571428571,-2.8317142857,-2.703857,-3.1675709999999997,-2.8694285714285694,-3.253857,-2.8723571428571404,-2.4087142857142902,-3.6985714285714306,-2.69978571428571,-1.6582139999999999,-2.506643,-2.514714,-2.0785,-1.8819290000000002,-2.5479285714,-1.03157142857143,-1.23842857142857,-2.970929,-2.083,-2.6065,-2.640714,-2.87,-2.92438461538462,-3.41685714285714,-3.131571,-1.746,-1.8309285714285701,-2.824,-2.0165,-1.5321428571,-2.05328571428571,-2.2417860000000003,-2.4727857142857097,-2.03057142857143,-2.0232142857,-1.7805714285714298,-2.6510714286000003,-2.5835,-3.3880714285714304,-2.447357,-2.7395714286,-2.8843571429000003,-2.68671428571428,-2.5443571429,-3.01778571428571,-1.969214,-2.92928571428571,-3.4043571429000004,-2.54214285714286,-3.00735714285714,-1.49892857142857,-1.6013571429,-2.979643,-2.61085714285714
WNT7B,2.4242,1.9566,2.0825,0.8603,1.1312,1.3099,1.6331,1.8282,-0.9982,-0.3991,1.8454,2.0264,2.0514,1.4487,2.2565,-1.19,1.419,-0.25,0.7601,3.0345,0.6498,2.9139999999999997,1.3948,1.7765,0.9657,2.3027,2.7303,2.6943,1.8535,2.1872,0.775,0.8283,1.8413,0.2362,0.8392,1.6884,2.1586,2.0105,2.3998,1.724,1.7243,2.3012,1.7933,0.1256,2.7156,1.9004,1.7599,1.484,-0.3521,0.2977,1.4363,0.1555,1.2309999999999999,3.0389999999999997,-0.4124,0.6866,1.5553,1.3389,1.7478,2.5865,-0.3546,-1.2135,2.1253,-1.192,2.5642,0.5315,1.5054,0.2236,1.5982,0.8569,1.0762,1.8715,2.186,1.712,0.1021,-0.3665,-0.621,2.3458,0.2196,2.4855,1.9526,2.5073,1.0572,1.916,-0.0068,0.3624,-0.1399,0.6941,0.9998,1.5912,0.8543,1.1438,1.8733,1.0578,2.1446,-0.28944444444444395,-0.9893,1.0515,0.9881,2.1787,-1.6159999999999999,2.0091,0.5774,-0.4283,-0.6765,1.3382,2.5321,0.8914,-1.1726,-0.24,-0.2295,1.6151,1.8162,1.1112,1.5374,0.0588,2.4309,0.7024,1.6582,1.6715,2.9964,1.1415,0.5414,0.3924,0.5604,1.0792,-0.3768
SMAD6,-0.1795,-1.5765,-1.09625,-1.34625,-1.3530000000000002,-1.1235,-1.25525,-1.00875,-0.7709999999999999,-1.035,-0.665,-1.1865,-0.5720000000000001,-0.9055,0.5145,-0.527,-1.3419999999999999,-0.7265,0.03475,-0.159,-1.4545,-1.23925,-0.40399999999999997,-1.1135,-0.25975,-0.93825,-1.033,-1.0125,-1.3205,-0.3275,-1.0605,-1.2595,-0.69925,-0.6005,-0.83725,-0.3975,-1.02325,-0.38175,-0.17475,-0.50475,0.40925,-1.2405,-0.7040000000000001,-0.762,-1.2465,-0.4955,-0.9555,0.20375,-0.22899999999999998,-1.2835,-1.21825,-0.23875,-1.057,0.77225,-1.5619999999999998,-1.47375,-0.978,-0.86825,-1.1815,-1.1715,-0.58275,-2.00675,-0.17825,-1.34225,-0.5875,-1.85675,0.27475,-1.86875,-0.85425,-1.17075,-0.478,-1.3330000000000002,-0.45175,-0.188,-0.43425,-0.94175,-1.84825,-0.863,-0.9965,-0.5315,-1.5130000000000001,-1.5165,-0.69,-1.96125,-1.621,-0.3975,0.18475,-1.18675,0.10800000000000001,-0.3755,-0.42425,-0.32775,-0.79775,-2.063,-0.9605,-1.2365,-1.44175,-0.5295,-0.64425,-0.507,-1.8719999999999999,-1.23225,-1.32175,-0.652,-1.8075,-0.9955,-1.7265,-1.73275,0.7929999999999999,-1.275,-1.1275,-1.25125,-0.84,-0.82975,-0.37075,-0.56775,-0.53975,-0.51975,-0.35175,-1.84075,-1.5895,-1.5090000000000001,-0.33225,-0.9155,-0.442,-0.82225,-0.7715
XRCC2,-2.3525,-1.325667,-1.41016666666667,-0.8341666666666671,-1.5808333333333302,-1.8068333333333302,-0.8255,-1.392167,-1.633167,-0.5678333000000001,-1.7225,-0.6826667,-1.973167,-1.18,-0.256333333333333,-1.9453330000000002,-1.518,-1.1975,-1.7823333333333302,-1.5590000000000002,-1.480167,-1.29583333333333,-1.3781666666666699,-1.9461669999999998,-1.4935,-1.5930000000000002,-1.6546666666999998,-0.981,-1.44416666666667,-0.7065,-2.149167,-1.4515,-1.2988333333,-0.804166666666667,-2.508,-1.178333,-2.16183333333333,-2.48533333333333,-1.624,-0.9309999999999999,-1.6145,-2.59866666666667,-1.9895,-1.595667,-2.577,-2.3280000000000003,-0.7211666999999999,-1.3195,-2.119167,-1.8701666666666699,-1.5315,-1.03733333333333,-1.619167,-2.5246666667,-1.6485,-1.8598333333333301,-1.7136666666999998,-1.7786669999999998,-1.8688333333000002,-1.4765,-1.4475,-1.9445,-2.04016666666667,-2.405,-1.9315,-1.15483333333333,-2.18,-1.524,-0.9946666667,-1.018,-1.919,-1.7885,-0.741833333333333,-1.1261666667,-0.8355,-0.7591667,-2.15333333333333,-1.7998330000000002,-2.3823333333333303,-1.46283333333333,-0.838666666666667,-0.9743333333333329,-1.8455,-1.109,-1.541667,-1.9075,-0.6208333,-1.6328333333,-2.14733333333333,-1.22483333333333,-1.020167,-2.0233333333333303,-1.6666666666666698,-1.418667,-0.733666666666667,-1.09483333333333,-2.15533333333333,-0.6213333000000001,-1.444833,-1.4616666666666698,-1.9131666666666698,-0.9525,-1.8095,-1.7908333333333302,-1.406167,-1.8301666666666698,-2.3143333333333302,-1.3905,-1.3075,-0.6573333333,-0.788333333333333,-0.7895,-2.1423330000000003,-0.8031666667,-1.7858333333,-1.9569999999999999,-1.4383333333000001,-2.001,-1.355833,-2.14333333333333,-1.2790000000000001,-2.54233333333333,-1.3430000000000002,-1.3135,-1.4368333333,-1.034,-1.3768333333333302
CHEK1,-2.8560000000000003,-2.873875,-2.8445,-1.15125,-2.611875,-3.2015,-2.300875,-1.015,-1.759375,-1.652875,-3.315625,-1.043375,-1.9075,-1.455,-1.757125,-3.458375,-2.336375,-3.511375,-2.487125,-1.4955,-3.582125,-2.584625,-1.517375,-2.765,-1.834875,-2.45875,-2.810375,-2.00625,-2.372,-1.970875,-3.46575,-2.048375,-2.42975,-1.01675,-2.638125,-2.491125,-2.719875,-3.583,-1.77075,-2.28225,-1.357,-1.508875,-3.032875,-1.413125,-3.0745,-3.45425,-2.427375,-2.893625,-3.398375,-2.82625,-1.30125,-2.076375,-1.9835,-3.12325,-2.456375,-2.376875,-0.190875,-1.799625,-2.863875,-2.94375,-2.62575,-2.756125,-2.420125,-2.974875,-1.995625,-1.867625,-0.70325,-3.4355,-1.8119999999999998,-1.20975,-2.081125,-2.72175,-0.88575,-2.194625,-1.428875,-2.6195,-2.13675,-2.947125,-3.12525,-2.9265,-2.295625,-3.2,-3.52625,-1.376375,-2.257375,-1.716625,-2.039625,-2.812125,-2.7625,-3.10725,-1.840125,-2.916125,-2.043125,-0.965375,-3.029625,-1.686,-3.395125,-2.5215,-1.47375,-3.201625,-2.6145,-1.02375,-2.61275,-2.383375,-1.972,-1.458375,-2.298125,-2.67125,-2.539125,-0.70125,-2.22375,-0.98275,-2.77625,-2.245,-1.793125,-2.12,-2.61975,-3.3655,-1.318875,-2.571625,-2.83625,-1.764375,-2.394125,-2.3465,-2.36725,-2.365875,-2.967875
PRKAA1,-0.4405,-2.2055,-1.6465,-0.05675,-1.88175,-1.87425,-1.11775,-1.974,-0.254,-1.06325,-1.5725,-1.29575,-1.62975,-2.7585,-3.5460000000000003,-1.1840000000000002,-2.65775,0.0145,-1.188,-0.97625,-0.58275,-1.50975,-1.53675,-2.396,-1.54725,-2.19275,-1.79775,-1.6925,-1.7555,-1.5025,-2.25825,-0.11075,-0.941,-0.26525,-2.16425,-1.34075,-1.6665,-1.63625,-1.83825,-1.95,-2.4975,-0.55225,-1.3005,-1.146,-0.98775,-1.9340000000000002,-1.50975,-2.36625,-1.3330000000000002,-0.667,-1.3925,-2.21125,-0.89,-1.56525,-2.32775,-1.40025,-2.53275,-1.3035,-1.29625,-2.7775,-2.2765,-2.188,-2.0745,-0.59775,-3.1365,-1.07725,-0.37725,-1.79325,-1.3735,-0.5665,-1.87575,-0.79875,-1.31875,-2.33775,-1.84825,-1.171,-1.23525,-2.806,-0.85925,-1.7735,-3.62,-1.4335,-2.07,-1.04975,-1.27975,-1.8705,-1.76875,-1.3585,-1.73975,-0.825,-1.48925,-1.2015,-1.60325,-1.743,-1.5725,-1.179,-1.7235,-1.247,-1.70475,-1.5135,-2.2295,-1.3195,-1.08075,-1.436,-1.508,-1.12375,-2.5989999999999998,-1.8980000000000001,-0.966,-0.41675,-2.48725,0.13699999999999998,-1.0965,-3.19,-2.075,-0.66475,-0.9595,-2.09425,-3.28625,-1.9445,-0.2585,-1.45325,-1.146,-1.25175,-0.58875,-1.07575,-2.38025
