,TCGA-A2-A04W,TCGA-A2-A04X,TCGA-A2-A0CL,TCGA-A2-A0CX,TCGA-A2-A0CY,TCGA-A2-A0D1,TCGA-A2-A0EQ,TCGA-A2-A0T1,TCGA-A8-A075,TCGA-A8-A076,TCGA-A8-A07B,TCGA-A8-A07I,TCGA-A8-A081,TCGA-A8-A08B,TCGA-A8-A08J,TCGA-A8-A08L,TCGA-A8-A08X,TCGA-A8-A092,TCGA-A8-A094,TCGA-A8-A09G,TCGA-A8-A09X,TCGA-A8-A0A7,TCGA-AN-A04C,TCGA-AN-A0FV,TCGA-AO-A03L,TCGA-AO-A03N,TCGA-AO-A0J2,TCGA-AO-A0JE,TCGA-AO-A12D,TCGA-AR-A0TX,TCGA-AR-A1AT,TCGA-B6-A0I9,TCGA-B6-A0IK,TCGA-B6-A0RH,TCGA-B6-A0RS,TCGA-BH-A0AW,TCGA-BH-A0B7,TCGA-BH-A0DZ,TCGA-BH-A0EE,TCGA-BH-A0HY,TCGA-BH-A18P,TCGA-BH-A18R,TCGA-BH-A1EV,TCGA-C8-A12L,TCGA-C8-A12P,TCGA-C8-A12Q,TCGA-C8-A12T,TCGA-C8-A12Z,TCGA-C8-A130,TCGA-C8-A135,TCGA-C8-A137,TCGA-C8-A138,TCGA-C8-A1HF,TCGA-D8-A13Z,TCGA-E2-A14P,TCGA-E2-A14V,TCGA-E2-A152,TCGA-E2-A1B0
CSNK1G3,-0.681071428571429,0.23178571428571398,-0.3012857,-0.0897142857142857,-0.3982857,-0.2932143,0.13364289999999998,-0.1629286,0.0756428571,0.00314285714285717,0.7044285714,0.5119285714285711,0.0677857142857143,0.09528571,0.5056428571428571,-0.131357142857143,-0.12121428571428598,0.170214285714286,-0.18478570000000002,-0.376,-1.05707142857143,0.149,-0.602214285714286,-0.1846429,0.664785714285714,-0.455,-0.09107142859999999,0.0205,-0.33928571428571397,-0.09221428570000001,-0.10464289999999998,0.812357142857143,0.0167857142857143,-0.500571428571429,-0.5572857,-0.34128569999999997,-0.6037857142857139,-0.03128571,0.158142857142857,-0.434,0.7932857,0.5115,-0.9642857142857142,0.6571428571428571,-0.0183571428571428,0.45,-0.25764285714285695,0.00985714285714286,-0.8925714285999999,0.0099285714,0.4977857143,-0.7075714286,-0.0531428571428572,-0.4458571428571429,-0.26142857140000003,0.7950714285714291,0.257285714285714,0.127428571428571
TGFBR2,0.345125,0.0775,1.469,0.21100000000000002,-1.301625,0.020125,0.190125,1.068,-0.02,0.029875,0.1365,0.3255,-0.32825,-0.838,0.146125,0.0785,0.03275,-0.40625,1.139875,0.319375,0.45225,1.0185,-0.177125,0.080375,0.075625,-0.296875,-0.38225,0.9085,1.0035,1.010625,0.377875,-0.055375,0.0285,0.047875,0.302875,0.490875,1.38325,0.2675,-0.86925,-0.02625,-0.45775,0.1215,0.293,-0.240125,0.56825,0.68,0.486375,-0.617875,0.201125,0.94975,-0.59575,0.2535,0.366375,0.55075,0.715125,-0.50775,0.106375,0.1375
NOTCH3,0.596,1.6885,0.736,2.0505,4.1603330000000005,2.609667,2.2865,2.0665,1.2423333333,1.544,1.9721666667,1.8705,1.4378333333333302,1.418667,1.8513333333333302,2.356,2.06216666666667,1.58716666666667,1.092333,2.23166666666667,1.9918333333333302,1.628167,2.22983333333333,2.2176669999999996,1.74266666666667,2.5678330000000003,2.217,1.482833,0.608,1.3359999999999999,1.9361669999999997,1.7578333333333303,2.674,2.1519999999999997,1.222333,2.7865,1.569,2.2646669999999998,1.8895,2.612,2.204,1.6036666667,2.14616666666667,2.65733333333333,2.03016666666667,2.300667,0.5138333333333329,3.1425,2.6845,1.8871666666999998,1.9966666667,1.6223333333,2.07183333333333,2.0105,1.8306666666999998,1.84916666666667,2.0883333333333303,2.29516666666667
IGF1,2.4449375,1.6605625,4.107437,2.6848125,-0.466125,0.15675,2.388,3.388063,1.7871875,1.116625,2.237125,1.6341875,2.2040625,1.062875,1.4005,1.89375,2.9275625,2.4059375,0.607,3.073625,3.4705,4.707187,2.0585,0.583375,4.003625,1.6595630000000001,0.595,2.89725,2.8505,3.3950625,2.946625,0.8838125,1.654875,2.077625,2.312937,3.2678119999999997,4.4678125,1.30475,0.289625,3.403375,1.74725,2.2778125,1.3913125,0.25,2.0690625,2.894125,1.4801875,0.6075625,1.9596875,3.3569375,1.7686875,2.3005,0.840375,2.6389375,2.871875,1.437375,0.7688125,2.3443125
TOP3A,-0.636,0.37200000000000005,-0.308,0.732,-0.402,-0.961,-0.203,-0.8655,-0.4035,-0.7,-1.2570000000000001,-1.0485,-0.5095,-0.894,-0.602,-0.2765,-0.7305,-0.705,-0.159,-0.48700000000000004,0.0765,-0.4215,-0.354,-0.5579999999999999,-0.4745,0.6455,-0.5595,-1.1179999999999999,-1.3915,-0.247,-0.1635,-0.3995,-0.8909999999999999,-0.799,-1.178,-0.693,-0.8945,-0.2995,-0.4245,-0.606,-0.5589999999999999,-0.1145,-1.1835,-0.9855,-0.6165,-0.2735,-0.1355,-1.0325,-0.1795,0.5245,-0.3635,-0.45299999999999996,-0.7255,-0.309,0.583,-0.856,-0.4735,-0.8395
BBC3,-0.439894736842105,1.2318947368421103,-0.31363159999999995,0.107,1.154316,0.1668947,0.9547895000000001,0.3435263,0.052842105300000004,0.14094736842105302,0.48321052630000005,0.717842105263158,0.268052631578947,0.5305263000000001,0.4,0.22473684210526298,0.215684210526316,0.373368421052632,-0.07257895,-0.41584210526315796,-0.28136842105263205,0.4439474,0.0111052631578947,0.3370526,0.279842105263158,1.502368,0.33899999999999997,0.3112632,-0.7997368421052629,0.43642105259999997,1.164579,-0.740631578947368,0.7138421052631579,0.921894736842105,0.4162105,0.8717895,-0.0339473684210526,1.095789,0.19547368421052602,0.4126316,0.7813158,0.39421052630000003,0.571315789473684,-1.24078947368421,-0.388315789473684,0.1264737,-0.9894210526315791,-0.16768421052631602,-0.0766315789,-0.25152631579999996,0.12436842109999999,1.4451578947,-0.23521052631578895,-0.611947368421052,1.0427894737,1.1896842105263201,1.3582631578947402,0.34189473684210503
WNT8B,0.0745,0.7915,0.6125,0.2125,0.8925,0.6015,0.153,0.114,0.1075,0.4495,-0.6595,0.5645,0.488,-0.1305,0.5435,-2.4705,-0.172,0.1875,0.265,0.9295,-0.1605,0.3995,1.0805,0.3355,-0.9275,0.2025,0.493,0.596,0.146,0.084,0.1845,-1.09,-0.4615,-0.36200000000000004,-0.0895,0.326,-0.52,0.444,0.316,-0.37200000000000005,0.013999999999999999,0.107,0.3245,0.069,0.193,-0.4735,-0.128,0.861,-0.1805,-0.1985,0.2175,0.19,0.518,-0.469,-0.3035,0.062,0.4,-0.1355
ENDOG,-0.445,-0.4485,-1.0315,-0.312,-0.9245,-0.5105,-1.1825,0.21,-0.228,-0.7655,-0.9105,-0.7125,-0.264,-0.545,-0.968,-0.34299999999999997,0.0395,-0.018000000000000002,-0.066,0.048,0.6195,-0.638,-0.34299999999999997,0.2875,-0.6759999999999999,-0.512,0.557,-0.5105,-1.0859999999999999,-0.6735,-0.7005,-1.1315,0.485,-0.687,-0.4185,0.2035,-0.5445,-0.715,-0.6155,0.3115,-0.7425,0.0645,-0.6915,0.0185,-0.5465,-0.92,-0.7655,-1.1,-0.319,-0.3265,0.062,-0.042,-0.013000000000000001,-0.109,1.079,-0.9255,-0.16,-0.018000000000000002
WNT3,-0.6065,-0.624666666666667,0.396,2.2985,1.069333,0.06883333,0.0695,-1.023333,-0.752,-1.03666666666667,0.5195,-0.3768333333333329,0.7818333333333329,-1.400333,4.52283333333333,-0.15433333333333302,-1.4928333333333301,0.5151666666666671,0.1968333,0.0196666666666667,-0.696833333333333,-1.288167,0.7205,-0.25716669999999997,-0.4858333333333329,1.7526669999999998,-0.49733333329999996,-0.08900000000000001,-1.953,-2.437,-1.338,-0.5296666666666671,-0.0018333333333333398,-1.22333333333333,0.6746667,1.362333,-2.2185,0.084,-0.309,-0.3403333,0.5121667000000001,-1.1683333332999999,-1.8701666666666699,1.8588333333333302,-1.3715,-0.5615,-0.703166666666667,-0.607833333333333,1.0401666667,-1.254,-1.4503333333000001,0.7155,-2.03583333333333,-0.5225,-1.0441666667,-0.5123333333333329,0.4985,-1.49666666666667
TNF,0.35392857142857104,1.28921428571429,2.357071,0.9670000000000001,2.543571,1.022571,2.641929,2.5080709999999997,2.5735,1.24621428571429,2.2739285714,2.12707142857143,2.7279285714285697,2.5195,1.38064285714286,1.18428571428571,2.6485,1.9425,2.520786,2.8338571428571404,3.0068571428571405,2.663571,0.7280714285714279,1.154643,1.3767857142857098,0.4652143,1.0093571429000001,2.491714,1.4680714285714298,2.4442142856999998,1.167429,1.96071428571429,2.4835,1.4605714285714297,1.6662139999999999,1.877143,0.582214285714286,1.138857,1.7980714285714299,0.2484286,1.516286,3.2716428571,1.04907142857143,1.2585,1.3775714285714298,1.013357,2.1522857142857097,0.686642857142857,1.0330714286,1.4281428571,0.40835714289999997,1.3896428571000001,1.74385714285714,2.76935714285714,1.2242857143,2.22164285714286,0.7857857142857142,2.66778571428571
IL1A,-2.68925,-2.83925,-1.873875,-2.294375,-3.193375,-3.2889999999999997,-2.68425,-1.825,-2.128125,-1.426,-2.216625,-1.745,-3.10075,-2.547625,-2.433375,-2.202,-1.913125,-2.193125,-1.050625,-2.488375,-2.302,-2.043375,-2.187625,-2.238125,-2.756875,-1.745625,-2.308125,-1.478875,-1.411125,-2.254,-1.839375,-2.39975,-3.141125,-3.120375,-0.8009999999999999,-2.314,-2.578625,-2.096125,-1.709625,-3.486375,-1.790375,-2.38325,-2.05375,-1.054625,-1.395875,-1.6335,-2.422125,-2.531,-2.6865,-2.4075,-2.7265,-2.06825,-1.52525,0.155875,-2.755,-2.75966666666667,-1.42175,-2.826
CREBBP,0.4279166666666671,0.47475,0.45433329999999994,1.28858333333333,0.9565,0.8006667,0.53775,0.3266667,0.83375,0.580583333333333,-0.56475,0.613666666666667,0.816416666666667,1.113333,0.3821666666666671,0.75,0.6305,0.675083333333333,0.272,0.4180833333333329,0.551,0.3815,1.10825,0.9486667,0.726833333333333,1.5873329999999999,0.24283333329999998,1.115667,0.592916666666667,0.6459166667,0.43925,0.4295,0.109833333333333,0.5350833333333329,0.48416670000000006,0.45766670000000004,0.37,0.71275,1.04975,0.2485833,1.26225,0.5450833333,0.674833333333333,0.79625,-0.00925,0.3333333,0.65225,0.193666666666667,0.5770833333,-0.1163333333,0.4954166667,1.0861666667,0.4555833333333329,0.4670833333333329,0.9146666667,0.811666666666667,0.976,0.638583333333333
GLI1,1.30325,-2.31525,-1.17275,-2.05,-0.866,-3.2325,-1.78075,-1.09975,-2.88175,-3.09225,-2.33825,-2.3525,-2.5165,-2.63025,-2.99925,-2.07225,-2.50525,-2.4095,-2.49625,-1.81225,-2.104,-0.3945,-2.662,-2.7355,-0.54575,-0.53125,-1.157,-1.6380000000000001,-2.2715,-1.4685,-2.62075,-1.942,-1.94075,-2.5475,-2.08575,-1.7080000000000002,-0.4165,-0.9755,-2.3235,-2.045,-2.79575,-0.5635,-2.5655,-3.3765,-2.5335,-1.67725,-2.7125,-2.12275,-2.13975,-1.574,-2.34225,0.19675,-2.635,-1.4869999999999999,-1.5255,-1.8415,-2.7460000000000004,-1.806
BMP7,-0.13675,-2.51475,-2.295,-2.9265,-2.79725,-2.6685,-2.25275,-1.8640830000000002,-2.6889999999999996,-3.42716666666667,-2.7750833333,-3.05325,-4.00316666666667,0.8051666999999999,-1.30108333333333,-3.2481666666666698,-0.10925,-2.17108333333333,0.63425,-3.90283333333333,-1.3614166666666698,1.483417,-0.0108333333333333,-1.075417,-2.83625,-2.066333,-3.5168333332999997,-2.81325,-2.8958333333333304,-2.944,-3.470583,-3.4343333333333304,0.0688333333333333,0.10441666666666699,-3.8175830000000004,-3.088,0.8130833333333329,-1.346583,-2.25033333333333,-2.681667,-1.4809999999999999,-2.2408333333000003,-2.22833333333333,-3.4381666666666697,-1.6585,-3.056083,-2.36416666666667,-2.82275,-2.815,-3.5346666667,-0.4796666667,-2.38425,-2.9640833333333303,-0.203,-2.5075,-3.56841666666667,-1.27933333333333,1.06641666666667
TGIF2,-1.04225,-1.74325,0.547,0.38375,0.87325,0.47875,-0.124,-0.63975,-0.8555,0.496,-1.04525,-1.58175,0.22325,0.16525,-1.34,-0.4305,-0.8585,0.562,-1.16775,-1.416,-0.975,-0.3025,-0.23199999999999998,-1.28325,0.0245,-1.242,-0.4695,-0.5825,-0.36775,0.53925,-0.7785,-1.95025,-0.428,-0.99525,-0.43125,0.021,-0.77325,-0.03375,-1.7315,-0.19025,-1.262,0.57075,-0.62025,-0.32775,-0.40525,-1.50675,-0.22725,-0.442,0.3865,-0.61825,-2.01475,-1.291,-0.3585,0.8075,0.19675,1.3055,-0.80125,0.0615
PIK3CD,-0.214928571428571,0.309142857142857,1.0694290000000002,-0.23028571428571398,0.3837143,-1.262643,1.013929,0.6469286,0.0042142857,-0.46807142857142897,-0.7040714286,-0.255,0.47721428571428604,-0.17742860000000002,-0.4668571428571429,-0.0912857142857143,0.37907142857142895,-0.323214285714286,0.3683571,0.44521428571428606,0.730857142857143,1.374643,-0.663785714285714,-0.7088571,-0.0767857142857143,-0.6306429,0.3205,0.3847857,0.279714285714286,1.0882142857,0.4,-0.628071428571428,-0.160714285714286,-0.506428571428571,0.5727143,0.8772143,0.6127857142857139,0.125,-0.5556428571428571,-0.3497857,-0.4079286,-0.1015,-0.505785714285714,-0.45264285714285707,-0.269928571428571,-0.38807140000000007,0.103142857142857,-0.9699285714285709,-0.029071428599999997,0.027714285699999997,-1.0941428571,0.4621428571,0.209285714285714,-0.0667142857142857,0.28264285710000003,-0.837357142857143,-0.42978571428571394,0.0421428571428572
DLL4,2.032,1.5325,2.503,1.033,2.2715,3.3545,1.4909999999999999,2.63775,1.5255,1.21275,1.7355,2.609,1.70575,0.93775,2.525,2.28275,1.98675,0.37200000000000005,1.7415,1.74675,2.5989999999999998,0.94375,1.263,2.05225,2.01425,1.5105,1.4075,2.74025,2.11925,2.54825,1.22325,1.03975,3.2605,1.5035,2.75125,2.4125,2.0395,2.035,1.3785,3.0445,1.73775,1.251,3.83625,0.7659999999999999,1.91875,2.64475,2.96025,2.14725,2.68225,1.9565,1.72475,2.2845,1.61075,2.98725,1.6125,1.426,2.344,2.37475
WNT1,0.0628,0.061,0.2597,0.2026,-0.0276,0.2109,0.289,0.4724,0.1851,-0.0287,0.1209,0.3856,0.1339,0.3771,0.0244,0.2538,0.0474,0.4584,0.5668,0.243,0.537555555555556,0.2901,0.2714,0.3247,0.1878,0.1465,-0.0421,0.2058,0.1353,0.0271,0.4237,0.1884,0.2035,0.1085,0.3399,0.157,0.301,0.09044444,-0.0622,0.1027,-0.0423,0.1268,0.0435,0.5451,0.6332,0.1944,0.1232,0.2911,0.163,0.4625,0.3878,0.0726,0.5091,0.5783,0.1093,0.1513,0.2493,0.053
DTX2,1.1155,0.435,0.0915,0.222,0.6065,0.243,-0.1045,0.2985,0.5820000000000001,0.5915,0.654,0.462,0.737,0.474,0.3535,-0.1945,1.1205,-0.4655,1.3385,1.452,1.2235,0.765,1.3615,0.157,0.5345,0.1565,0.907,0.519,1.0995,1.2025,0.5985,-0.292,1.1655,0.638,1.4240000000000002,0.7935,0.81,0.17800000000000002,0.9655,0.9825,0.6545,0.1415,0.619,-0.086,0.6565,1.314,0.8715,-0.21899999999999997,0.467,1.044,0.602,0.7685,-0.3485,1.3515,1.7125,-0.040999999999999995,0.39299999999999996,1.228
PPP3CB,0.919,0.24833333333333302,0.9683333000000001,0.0961666666666667,0.509,0.8066667,0.9655,0.6366666999999999,0.8263333333,0.321833333333333,0.429,0.7866666666666671,0.32433333333333303,0.2168333,0.585333333333333,-0.1105,0.5975,0.8493333333333329,0.2638333,0.875333333333333,0.7475,0.7976667,0.09300000000000001,1.262,0.718833333333333,-0.31816669999999997,-0.374,0.12216669999999999,1.4768333333333301,0.5975,0.7443333000000001,0.924333333333333,-0.4845,0.116166666666667,0.6671667,0.5851666999999999,0.613,0.6341667,0.319166666666667,0.5226667,0.5436667,-0.30683333329999996,0.8975,-0.132,0.23283333333333303,-0.05016667,1.4765,0.4283333333333329,0.349,0.315,0.3576666667,0.5245,1.06733333333333,0.3991666666666671,-0.1476666667,0.67,0.10400000000000001,0.33283333333333304
MAPK1,-0.65775,-0.91975,-0.4265,-0.703625,-1.145,-1.498125,-0.87575,-0.193625,-0.65775,-0.95625,-0.2935,0.160375,-0.7535,0.01225,-0.89375,-0.40975,-0.41200000000000003,-0.649625,0.59825,-0.07125,0.289375,-0.730625,-0.56675,-0.170375,-1.091125,-1.5175,-0.814375,-0.41525,0.07075,-0.246875,-0.303,-0.78875,-0.521875,-0.79725,0.30825,-0.884,-0.553125,-0.68925,-1.025125,-0.26625,-0.785875,-0.927,0.043,-0.08475,-0.24100000000000002,-0.455,-0.301625,-0.455625,-1.2565,-0.01425,-0.35675,-1.448375,-0.450625,-0.945375,-0.808375,-0.953625,0.2765,-0.204875
IKBKB,0.0492857142857143,1.46014285714286,-0.1255,0.5666428571428571,0.8490714,1.855429,-0.05185714,-0.5272143,-0.046285714299999996,0.953,2.3685,1.21642857142857,-0.5122142857142861,0.07621429,0.0372857142857143,0.37992857142857106,-0.556785714285714,1.92392857142857,-0.02807143,0.9820714285714292,0.007499999999999991,-0.4718571,-0.544785714285714,-0.17478570000000002,0.896857142857143,0.12635710000000003,0.644,-0.2385,-0.0990714285714286,2.4930000000000003,1.435143,0.42942857142857105,0.274857142857143,-0.193,-0.07764286,-0.009214286,0.0363571428571429,0.3675,-0.138714285714286,1.782571,0.8572143,0.24442857140000002,1.6187857142857098,0.198357142857143,-0.6328571428571429,0.5412857,1.5752142857142901,0.0771428571428571,-0.3015,-0.4416428571,0.9835,0.3542142857,0.156785714285714,-0.9487142857142858,1.1757857143000001,0.0342142857142857,0.7546428571428571,1.2648571428571398
WNT11,-0.6356,-0.655,0.2748,1.3996,0.2611,-0.7417,1.5905,0.2344,-0.4526,1.3904,-0.0157,0.9067,-0.8713,-0.9028,3.8681,-0.514,-0.1738,-0.3984,-0.3158,0.0361,-0.1167,-0.2501,-0.2115,0.3494,0.0686,2.4205,-0.6318,0.1674,-0.0509,0.4219,-0.5523,-0.0808,0.1909,1.3578,1.1177,-0.2126,-0.0558,-0.1315,0.0987,0.1107,-0.2984,-0.3833,-0.1293,0.1392,-0.3019,-0.1013,0.047,-0.5646,-0.4951,0.4761,-0.4068,1.2144,-0.4015,-0.405,0.6107,0.45299999999999996,0.1194,-0.2903
ACVR1,2.1385,0.23416666666666697,0.9391666999999999,0.867166666666667,0.2563333,0.9033333,-0.18733329999999998,1.1665,0.1985,0.4505,0.2176666667,1.263,0.207,0.1183333,0.243833333333333,-0.00283333333333333,0.5461666666666671,-0.4296666666666671,0.955,0.6355,0.653,0.40966670000000005,0.1575,1.097833,0.3926666666666671,0.6345,0.8768333333,0.9615,1.3748333333333302,1.5119999999999998,0.5545,0.6615,0.860666666666667,0.881833333333333,1.338167,-0.23666669999999998,1.6783333333333301,1.2675,-0.381,1.060833,1.027833,0.0216666667,0.754166666666667,1.5115,1.5363333333333302,1.258333,0.799666666666667,1.6468333333333303,0.3333333333,1.2881666667,1.7638333333,0.5056666667,0.5445,0.8135,0.9793333332999999,0.509666666666667,0.656166666666667,1.3581666666666699
APH1B,0.881166666666667,1.626,1.053167,1.19483333333333,-0.003666667,1.286833,0.8185,1.266167,1.8288333333000002,1.3761666666666699,-0.0088333333,0.3556666666666671,1.1643333333333301,0.48683329999999997,1.5823333333333303,-0.0538333333333333,0.972666666666667,0.32983333333333303,2.4175,1.7051666666666698,1.23583333333333,1.119667,-0.12166666666666699,1.249833,0.657333333333333,1.021667,1.3303333333,1.629667,0.817666666666667,0.2715,1.517333,0.41100000000000003,1.2288333333333301,0.695333333333333,1.490667,1.619,1.09183333333333,0.54,-0.167666666666667,-0.9051667,1.208333,-0.4558333333,1.504,1.4936666666666698,1.99,1.394333,0.7845,1.10266666666667,0.7665,0.1496666667,0.5401666667,1.5315,0.6606666666666671,0.843833333333333,1.1155,0.879166666666667,1.0865,0.04
PRKACA,0.5335,0.17125,0.082625,-0.319375,0.52125,0.113875,0.21375,0.044125,0.10475,-0.02425,0.07025,0.081125,0.593625,0.128375,0.292125,0.091,0.33399999999999996,0.067125,0.932125,0.07925,0.079625,-0.24925,0.17625,0.397875,0.365625,0.364125,0.5875,-0.0555,0.537875,0.244125,0.597875,-1.1495,0.142125,0.795125,0.11125,0.247,0.12300000000000001,0.2215,0.2705,0.24875,0.335375,0.32725,0.380875,-0.24725,0.363125,0.298875,0.594375,-0.151125,0.3635,-0.106875,0.6685,0.73275,0.203625,0.060875,0.67975,-0.24575,0.161875,-0.288375
POLD3,-1.07791666666667,-0.20625,-0.9520000000000001,0.0733333333333333,-0.7421667,-0.12358330000000001,1.8324169999999997,-0.3633333,-0.6561666667,-0.5353333333333329,1.5583333333000002,0.60125,-1.08416666666667,-0.0995,-1.00166666666667,-0.48100000000000004,-0.618083333333333,-0.6184166666666671,-0.9274167,-0.59075,-0.21241666666666698,-1.001417,0.33291666666666697,-0.04083333,-0.8945,0.2055,0.5575833333,-0.3070833,-0.82275,-0.6609999999999999,-0.6361667,-0.0901666666666667,-1.24425,-0.999166666666667,-0.18183329999999998,-0.7520833,-1.18041666666667,-1.098667,0.92425,2.438167,-0.1345833,1.15075,-1.01075,0.0186666666666667,-0.0621666666666666,0.3194167,-0.41225,-0.885416666666667,-0.6975833333,-0.9518333333,-1.01875,-0.7859999999999999,0.124916666666667,-0.918416666666667,-0.38483333329999997,-0.659583333333333,-0.5425833333333329,-0.23008333333333303
NBN,-0.573875,0.78975,0.54675,1.095875,-0.78675,0.897875,1.54375,0.71675,1.116125,1.604375,1.59475,0.51875,0.149125,-0.045875,0.531375,0.49125,0.1485,1.122625,0.5770000000000001,0.486125,-0.000625000000000021,0.825125,1.121875,0.11725,0.23875,0.356625,0.572625,0.452375,1.229,-0.024,0.519875,0.827625,-0.720625,0.693,0.298375,0.320375,-0.3475,0.57925,0.645125,-0.38425,0.36825,0.763125,0.907125,0.538625,-0.689875,0.32175,1.163625,0.221375,0.7195,1.076875,-0.523625,0.693375,0.5445,0.16825,0.23,0.805125,0.084875,1.594
RPA2,-0.608,-0.16375,-0.15725,-1.01475,-1.554,-0.38975,-0.57975,-0.24675,-0.83775,-1.01775,-0.93975,-0.7135,-0.43675,-0.15925,-0.85025,0.2185,-0.5589999999999999,-0.755,-0.15325,-0.10725,-0.4145,0.008,-1.39775,-0.80925,-0.7415,-1.02375,-0.12025,-0.98875,-0.45275,-0.21075,-0.4965,-0.94,-0.11925,-0.68,-0.966,-0.601,-0.55225,-0.60575,0.21100000000000002,-0.8809999999999999,-1.1005,-1.25175,-0.9135,-1.284,-0.69675,-0.287,-0.613,-1.31325,-0.55975,-0.882,-0.7435,-0.89525,-0.01025,-0.03775,-0.16225,-0.652,-0.83525,-0.82575
TNFSF10,3.7439,3.989,3.4151,4.9592,3.0285,1.3531,2.9098,3.5573,3.5672,3.5231,2.081,3.2573,4.9537,4.2541,4.3203,5.3645,3.7008,2.8901,3.1045,5.5122,2.7562,3.3289,3.305,3.7154,4.195,3.1336,4.498,4.8966,5.4444,4.666,4.0949,3.3343,4.1958,5.043,5.6207,2.9066,4.3888,4.5483,4.3674,2.9212,5.0952,2.5399,5.3084,4.4308,3.9397,5.2109,2.4186,4.8718,2.4203,2.4971,3.6449,4.0871,3.7924,4.7143,5.3322,3.6823,3.8645,5.3989
DTX3L,0.5105,2.16383333333333,2.249333,1.29683333333333,0.7908333000000001,0.05716667,1.460667,1.6681669999999997,1.3525,1.341,0.8421666667000001,2.252,1.3846666666666698,1.9553330000000002,1.89833333333333,0.825,0.143166666666667,1.1825,0.69,1.6226666666666698,0.9595,1.5595,0.0223333333333333,0.9198333000000001,2.16316666666667,0.9038333000000001,1.5821666666999998,2.3825,1.27066666666667,1.1913333333,0.895,1.96216666666667,1.06516666666667,1.7591666666666699,0.8298333000000001,0.9805,1.05,1.7323330000000001,1.8880000000000001,1.564833,1.238667,0.9288333333,1.3615,0.834333333333333,1.4155,1.249167,1.25866666666667,1.13516666666667,1.2013333333,0.33899999999999997,0.5163333333,1.3698333333000001,1.48666666666667,2.114,1.1051666667,1.198,1.29883333333333,1.0065
ULK1,0.161,0.04225,-0.1115,0.0525,0.8853333000000001,-0.2465,-0.1351667,-0.45925,-0.81275,-0.0355833333333333,0.036666666699999996,0.117416666666667,0.83275,-0.4993333,0.800666666666667,-0.321083333333333,-0.330083333333333,0.275,0.1770833,0.257583333333333,-0.44058333333333294,-0.764,-0.326583333333333,0.4946667,-0.29366666666666696,-0.34941669999999997,-0.6908333333,-0.53425,-0.0856666666666667,-0.45725,-0.2281667,0.295,0.680583333333333,0.0173333333333333,-0.5094167000000001,-0.3515833,0.31708333333333305,0.2095833,-0.5203333333333329,-0.36775,0.3624167,0.342,-0.75625,0.4828333333333329,0.40883333333333294,0.8495833,-0.00925,-0.5079166666666671,-0.01575,-1.1628333333,0.5421666667,-0.3263333333,-0.23566666666666697,0.1845,0.815,0.1455,0.749166666666667,-0.32691666666666697
TSC2,-0.221,0.06525,-0.65525,-0.54875,1.4980000000000002,0.2855,-0.5405,-0.41475,0.01425,0.0665,-0.3755,0.1005,0.54425,1.34075,0.12675,0.31175,-0.07775,0.369,0.027999999999999997,0.49075,-0.4765,0.0735,0.00325,0.4365,0.45225,-0.2085,-0.39575,0.34575,-0.6295,0.60325,0.2665,-0.465,0.12025,0.01275,-0.762,-0.24775,0.09375,-0.27225,0.59575,0.3115,-0.0365,-0.0635,0.58225,-0.86075,0.509,-0.192,0.0055,0.14725,0.74175,-0.74575,0.2885,0.5,-0.27625,0.40025,0.12675,-0.1885,0.6729999999999999,0.423
MRE11A,-0.11985714285714301,-0.0955714285714286,-0.3692143,-0.138714285714286,-0.3512143,0.1915385,-0.3873571,-0.4452857,-0.0486428571,-0.15938461538461499,-0.7115,-0.36953846153846204,-0.284571428571429,0.03764286,-0.5323571428571429,0.390928571428572,-0.07,0.00399999999999999,-0.4492143,-0.4435,-0.0998571428571429,-0.2175,-0.3751428571428571,-0.6372143,-0.0622142857142857,-0.1003846,-0.42907142859999997,-0.1396429,-0.28392857142857103,-0.4312857143,-0.3187857,0.5408571428571429,-0.9487142857142858,-0.256428571428571,-0.2162143,-0.6495714,-0.6491428571428571,-0.7597857,-0.4763571428571429,-0.7610769000000001,-0.531,0.037642857099999996,-0.246785714285714,-0.025,-0.142142857142857,-0.6012143,-0.31742857142857106,-0.48292857142857104,-0.19421428570000002,-0.2710769231,-0.062214285700000004,-0.1162857143,-0.38921428571428607,-0.331357142857143,-0.6404615385,-0.7139285714285709,-0.32364285714285695,-0.0403571428571429
